Name,Store Number,Convenience,Shopping,Specialty,Unsought,Other
SCHOOL CITY OF EAST CHICAGO,18089,64647,9984,41300,13363,60147
LAKE STATION COMMUNITY SCHOOLS,18089,15708,1219,11763,2726,13091
GARY COMMUNITY SCHOOL CORPORATION,18089,85144,12624,54361,18159,94860
GRIFFITH PUBLIC SCHOOLS,18089,25985,951,17666,7368,22770
HAMMOND CITY SCHOOLS,18089,199042,21829,113728,63485,165418
HANOVER COMMUNITY SCHOOL CORPORATION,18089,26113,681,14998,10434,22099
HIGHLAND SCHOOL TOWN,18089,34613,1084,23439,10090,30281
HOBART SCHOOLS,18089,47041,2013,30200,14828,40404
RIVER FOREST COMMUNITY SCHOOL CORPORATION,18089,17085,1649,12003,3433,14699
MUNSTER SCHOOL TOWN,18089,47154,782,26390,19982,36678
MERRILLVILLE COMMUNITY SCHOOL CORPORATION,18089,96475,5299,53371,37805,72396
LAKE CENTRAL SCHOOL CORPORATION,18089,123493,4967,69467,49059,119464
TRI CREEK SCHOOL CORPORATION,18089,50309,1087,23875,25347,43582
WHITING CITY SCHOOL,18089,12576,883,9013,2680,13280
NORTHWEST INDIANA SPECIAL EDUCATION COOPERATIVE,18089,21294,5532,567,15195,20682
NORTHWEST INDIANA EDUCATION CENTER,18089,572,0,70,502,702
LAKE RIDGE SCHOOLS,18089,29684,4370,17676,7638,26638
SOUTH CENTRAL COMMUNITY SCHOOL CORPORATION,18091,11888,280,6649,4959,9839
LA PORTE COMMUNITY SCHOOL CORPORATION,18091,86421,6498,48473,31450,78737
MICHIGAN CITY AREA SCHOOLS,18091,85717,9149,48139,28429,66609
NEW DURHAM TOWNSHIP METROPOLITAN,18091,10448,417,7000,3031,8690
TRI-TOWNSHIP CONSOLIDATED SCHOOL CORPORATION,18091,4693,213,3050,1430,5448
NEW PRAIRIE UNITED SCHOOL CORPORATION,18091,35194,1241,21993,11960,32153
MITCHELL COMMUNITY SCHOOLS,18093,19324,1033,12912,5379,16369
NORTH LAWRENCE COMMUNITY SCHOOLS,18093,62505,5498,39432,17575,53823
ALEXANDRIA COMMUNITY SCHOOL CORPORATION,18095,16255,1732,11885,2638,17161
ANDERSON COMMUNITY SCHOOL CORPORATION,18095,102426,12194,59023,31209,81673
ELWOOD COMMUNITY SCHOOL CORPORATION,18095,18056,2064,12159,3833,16132
FRANKTON LAPEL COMMUNITY,18095,33057,1458,22014,9585,23993
SOUTH MADISON COMMUNITY SCHOOL CORPORATION,18095,47606,1313,32636,13657,40511
BEECH GROVE CITY SCHOOLS,18097,38772,2975,25687,10110,37875
DECATUR TOWNSHIP METROPOLITAN,18097,82368,5793,50608,25967,72816
FRANKLIN TOWNSHIP COMMUNITY SCHOOL CORPORATION,18097,104313,3761,67859,32693,86817
INDIANAPOLIS PUBLIC SCHOOLS,18097,472841,60333,275467,137041,457633
LAWRENCE TOWNSHIP METROPOLITAN,18097,209044,14937,124984,69123,181982
WASHINGTON TOWNSHIP METROPOLITAN,18097,145933,11980,96518,37435,138059
PERRY TOWNSHIP METROPOLITAN,18097,197538,12062,125833,59643,178515
PIKE TOWNSHIP METROPOLITAN,18097,150847,12584,93999,44264,151603
SPEEDWAY CITY SCHOOLS,18097,22188,1519,14442,6227,21558
WARREN TOWNSHIP METROPOLITAN,18097,160213,22489,103048,34676,141408
WAYNE TOWNSHIP METROPOLITAN,18097,246731,26189,139733,80809,224191
CENTRAL INDIANA EDUCATION SERVICE CENTER,18097,11218,830,1823,8565,8843
ARGOS COMMUNITY SCHOOLS,18099,7414,561,4732,2121,6837
BREMEN PUBLIC SCHOOLS,18099,15592,824,11238,3530,14586
PLYMOUTH COMMUNITY SCHOOLS CORPORATION,18099,45200,3408,28819,12973,42641
CULVER COMMUNITY SCHOOL CORPORATION,18099,12451,1060,6849,4542,10872
TRITON SCHOOL CORPORATION,18099,10330,703,6907,2720,10149
LOOGOOTEE COMMUNITY SCHOOL CORPORATION,18101,9134,739,6265,2130,8696
SHOALS COMMUNITY SCHOOL CORPORATION,18101,6926,437,4789,1700,6117
PERU COMMUNITY SCHOOLS,18103,23256,1850,16859,4547,21876
NORTH MIAMI COMMUNITY SCHOOLS,18103,9926,451,6966,2509,10321
OAK HILL UNITED SCHOOL CORPORATION,18053,18400,839,12399,5162,21029
MACONAQUAH SCHOOL CORPORATION,18103,26316,1290,17580,7446,22694
RICHLAND BEAN BLOSSOM COMMUNITY SCHOOL CORPORATION,18105,34210,2416,21101,10693,28076
MONROE COUNTY COMMUNITY SCHOOL CORPORATION,18105,145421,12460,84818,48143,127536
CRAWFORDSVILLE COMMUNITY SCHOOLS,18107,33260,3073,19601,10586,31377
NORTH MONTGOMERY COMMUNITY SCHOOL CORPORATION,18107,24460,1300,15051,8109,21473
SOUTH MONTGOMERY COMMUNITY SCHOOL CORPORATION,18107,24178,891,13251,10036,19488
EMINENCE CONSOLIDATED SCHOOL CORPORATION,18109,5295,256,3036,2003,4591
MARTINSVILLE METROPOLITAN,18109,51592,3935,37259,10398,50218
MONROE-GREGG,18109,16678,753,11067,4858,15954
MOORESVILLE CONSOLIDATED SCHOOL CORPORATION,18109,46934,2676,33249,11009,41189
SOUTH NEWTON SCHOOL CORPORATION,18111,12170,549,7791,3830,10943
NORTH NEWTON SCHOOL CORPORATION,18111,16761,641,10466,5654,14640
EAST NOBLE SCHOOL CORPORATION,18113,44709,2977,28680,13052,38188
WEST NOBLE SCHOOL CORPORATION,18113,27635,1683,19548,6404,25329
CENTRAL NOBLE COMMUNITY SCHOOL CORPORATION,18113,15279,644,9309,5326,14135
RISING SUN-OHIO COUNTY COMMUNITY,18115,9492,500,5795,3197,8983
SPRING VALLEY SCHOOL CORPORATION,18117,11005,480,6796,3729,9994
ORLEANS COMMUNITY SCHOOLS,18117,9930,634,6317,2979,8784
PAOLI COMMUNITY SCHOOL CORPORATION,18117,16942,964,11981,3997,16479
LOST RIVER CAREER COOPERATIVE,18117,1368,177,58,1133,1246
SPENCER-OWEN COMMUNITY SCHOOLS,18119,31299,1557,20322,9420,26620
SOUTHWEST PARKE COMMUNITY SCHOOL CORPORATION,18121,11609,788,8214,2607,10787
NORTH CENTRAL PARKE COMMUNITY SCHOOL CORPORATION,18121,16395,1182,10250,4963,14415
CANNELTON CITY SCHOOLS,18123,2637,281,2004,352,2400
TELL CITY-TROY TOWNSHIP SCHOOL CORPORATION,18123,18262,1140,11572,5550,14755
PERRY CENTRAL COMMUNITY SCHOOL CORPORATION,18123,12969,1056,9077,2836,12565
PIKE COUNTY COMMUNITY SCHOOLS,18125,23403,785,15016,7602,20242
BOONE TOWNSHIP SCHOOLS METROPOLITAN,18127,14205,370,8648,5187,11733
EAST PORTER COUNTY SCHOOL CORPORATION,18127,28498,547,17692,10259,24019
PORTAGE TOWNSHIP SCHOOLS,18127,83723,4157,59909,19657,77617
PORTER TOWNSHIP SCHOOL CORPORATN,18127,16767,319,9890,6558,14527
UNION TOWNSHIP SCHOOL CORPORATION,18127,18432,317,10925,7190,15331
VALPARAISO COMMUNITY SCHOOLS,18127,75124,1585,45706,27833,63862
DUNELAND SCHOOL CORPORATION,18127,73520,1644,42918,28958,65157
PORTER COUNTY EDUCATION INTERLOCAL,18127,25821,6230,483,19108,27074
MT VERNON METROPOLITAN,18129,30721,2023,17131,11567,29152
NORTH POSEY COUNTY SCHOOLS,18129,16240,666,10962,4612,20096
EASTERN PULASKI COMMUNITY SCHOOL CORPORATION,18131,14017,512,8941,4564,18777
WEST CENTRAL SCHOOL CORPORATION,18131,14219,3764,7026,3429,13374
CLOVERDALE COMMUNITY SCHOOLS,18133,14604,675,11948,1981,12806
GREENCASTLE COMMUNITY SCHOOLS,18133,23532,1309,15224,6999,20743
AREA 30 CAREER CENTER EDUCATION INTERLOCAL,18133,2627,118,33,2476,2724
OLD NATIONAL TRAIL SPEC SERV COOP,18133,3040,1330,21,1689,2793
WEST CENTRAL EDUCATION SERVICE CENTER,18133,341,0,11,330,384
NORTH PUTNAM COMMUNITY SCHOOLS,18133,17295,706,11493,5096,15221
SOUTH PUTNAM COMMUNITY SCHOOLS,18133,14370,420,8856,5094,12652
MONROE CENTRAL SCHOOL CORPORATION,18135,11736,734,8131,2871,10730
UNION SCHOOL CORPORATION,18135,3708,231,2199,1278,3946
GREATER RANDOLPH INTERLOCAL COOPERATIVE,18135,2582,1309,9,1264,1206
RANDOLPH CENTRAL SCHOOL CORPORATION,18135,17779,1430,11900,4449,15950
RANDOLPH EASTERN SCHOOL CORPORATION,18135,10245,977,6966,2302,9729
RANDOLPH SOUTHERN SCHOOL CORPORATION,18135,6119,457,3940,1722,5322
BATESVILLE COMMUNITY SCHOOL CORPORATION,18047,24623,640,15868,8115,23175
JAC-CEN-DEL COMMUNITY SCHOOL CORPORATION,18137,10511,553,7296,2662,10161
MILAN COMMUNITY SCHOOL CORPORATION,18137,13222,703,8672,3847,12552
RIPLEY-OHIO-DEARBORN SPECIAL EDUCATION COOPERATIVE,18137,9275,3693,18,5564,3363
SOUTHEASTERN CAREER CENTER,18137,4401,481,141,3779,3949
SOUTH RIPLEY COMMUNITY SCHOOL CORPORATION,18137,15134,805,9553,4776,13721
RUSHVILLE CONSOLIDATED SCHOOLS,18139,26756,1732,17448,7576,24580
MISHAWAKA CITY SCHOOLS,18141,61742,5481,40295,15966,60433
PENN-HARRIS-MADISON SCHOOL CORPORATION,18141,128796,6290,79792,42714,105069
SOUTH BEND COMMUNITY SCHOOL CORPORATION,18141,280246,42260,153566,84420,231276
JOHN GLENN SCHOOL CORPORATION,18141,20624,1270,14187,5167,19706
UNION-NORTH UNITED SCHOOL CORPORATION,18141,12318,882,8243,3193,11630
SCOTT COUNTY SCHOOL DISTRICT 1,18143,14224,1202,10249,2773,13250
SCOTT COUNTY SCHOOL DISTRICT 2,18143,30515,2316,20867,7332,28018
SHELBY COUNTY SOUTHWESTERN CONSOLIDATED SCHOOLS,18145,7987,309,4680,2998,6699
NORTHWESTRN CONSOLIDATED,18145,16187,535,10536,5116,14819
BLUE RIVER CAREER PROGRAMS,18145,2394,208,275,1911,2462
SHELBY EASTERN SCHOOLS,18145,15357,757,9105,5495,14022
SHELBYVILLE CENTRAL,18145,45288,2754,30516,12018,41874
NORTH SPENCER COUNTY,18147,22358,694,14045,7619,18595
SOUTH SPENCER COUNTY,18147,16515,649,9977,5889,13593
OREGON-DAVIS SCHOOL CORPORATION,18149,8576,843,4861,2872,8155
KNOX COMMUNITY SCHOOL CORPORATION,18149,23283,2009,14762,6512,19691
NORTH JUDSON-SAN PIERRE SCHOOL CORPORATION,18149,13043,1121,8392,3530,12381
STEUBEN COUNTY METROPOLITAN,18151,32548,1305,21723,9520,28971
FREMONT COMMUNITY SCHOOLS,18151,15202,1284,7623,6295,12857
HAMILTON COMMUNITY,18033,7076,356,3227,3493,7525
NORTHEAST SULLIVAN COUNTY,18153,10886,586,7139,3161,9130
SOUTHWEST SULLIVAN COUNTY SCHOOL CORPORATION,18153,21856,1019,13696,7141,18833
SWITZERLAND COUNTY SCHOOL CORPORATION,18155,18007,1343,12248,4416,18194
LAFAYETTE CONSOLIDATED SCHOOL CORPORATION,18157,110810,12679,65233,32898,107664
WEST LAFAYETTE COMMUNITY SCHOOL CORPORATION,18157,31762,1618,15898,14246,29081
TIPPECANOE SCHOOL CORPORATION,18157,153470,5204,97167,51099,140143
TRI-CENTRAL COMMUNITY SCHOOLS,18159,10354,331,6086,3937,8476
TIPTON COMMUNITY SCHOOL CORPORATION,18159,19314,658,12904,5752,17346
UNION COUNTY SCHOOL CORPORATION,18161,19202,2327,10541,6334,17749
EVANSVILLE-VANDERBURGH SCHOOL CORPORATION,18163,309982,27826,182634,99522,299691
NORTH VERMILLION COMMUNITY SCHOOL CORPORATION,18165,9511,648,5686,3177,7854
SOUTH VERMILLION COMMUNITY SCHOOL CORPORATION,18165,20492,1296,13665,5531,19218
COVERED BRIDGE SPECIAL EDUCATION DISTRICT,18167,8685,5546,91,3048,8325
VIGO COUNTY SCHOOL CORPORATION,18167,169128,12802,119619,36707,165683
WABASH COUNTY METROPOLITAN,18169,30495,2548,16960,10987,28470
MANCHESTER COMMUNITY SCHOOLS,18169,18172,1125,12110,4937,16003
WABASH CITY SCHOOLS,18169,15904,986,11306,3612,15028
HEARTLAND CAREER CENTER,18169,2340,204,211,1925,2326
WARREN COUNTY METROPOLITAN,18171,14508,903,9103,4502,13382
WARRICK COUNTY SCHOOL CORPORATION,18173,107208,5103,75541,26564,108109
SALEM COMMUNITY,18175,21705,1154,15475,5076,19662
SOUTH CENTRAL AREA SPECIAL EDUCATION COOPERATIVE,18117,6663,1959,97,4607,6768
EAST WASHINGTON SCHOOL CORPORATION,18175,16275,920,11454,3901,14950
WEST WASHINGTON SCHOOL CORPORATION,18175,10200,614,6645,2941,9392
CENTERVILLE-ABINGTON COMMUNITY SCHOOLS,18177,18073,942,12661,4470,17342
RICHMOND COMMUNITY SCHOOL CORPORATION,18177,58371,6411,42340,9620,53999
NETTLE CREEK CONSOLIDATED SCHOOL CORPORATION,18177,11876,478,8346,3052,10467
NORTHEASTERN WAYNE COUNTY,18177,12842,597,9321,2924,12110
WESTERN WAYNE SCHOOLS,18177,10598,609,7785,2204,11267
BLUFFTON-HARRISON METROPOLITAN,18179,19602,1129,12249,6224,15786
NORTHERN WELLS COUNTY COMMUNITY,18179,26421,746,17782,7893,23248
SOUTHERN WELLS COUNTY COMMUNITY,18179,8854,345,6102,2407,8852
FRONTIER CONSOLIDATED SCHOOL CORPORATION,18181,9629,213,5118,4298,8300
NORTH WHITE COUNTY CONSOLIDATED SCHOOL CORPORATION,18181,13278,676,6877,5725,10329
TRI COUNTY CONSOLIDATED SCHOOL CORPORATION,18181,11431,351,6192,4888,10978
TWIN LAKES CONSOLIDATED SCHOOL CORPORATION,18181,27278,1571,18408,7299,25819
SMITH-GREEN COMMUNITY,18183,13305,564,8708,4033,12667
WHITLEY COUNTY CONSOLIDATED SCHOOLS,18183,39173,1763,25830,11580,33148
NODAWAY VALLEY COMMUNITY,19001,9340,382,4794,4164,8814
ORIENT-MACKSBURG COMMUNITY,19001,3249,168,1104,1977,2985
CORNING COMMUNITY,19003,7221,298,2831,4092,7117
PRESCOTT COMMUNITY,19003,1178,5,594,579,790
EASTERN ALLAMAKEE COUNTY,19005,5112,211,2116,2785,4550
ALLAMAKEE COMMUNITY,19005,15356,1410,7461,6485,14186
POSTVILLE COMMUNITY,19005,9014,1098,5092,2824,8601
CENTERVILLE COMMUNITY,19007,17551,1311,10655,5585,17870
MORAVIA COMMUNITY,19007,5364,328,2614,2422,5051
MOULTON-UDELL COMMUNITY,19007,3178,178,1641,1359,2993
AUDUBON COMMUNITY,19009,7574,343,3549,3682,7373
EXIRA COMMUNITY,19165,5775,307,2691,2777,5508
BELLE PLAINE COMMUNITY,19011,6968,346,3734,2888,6592
VINTON-SHELLSBURG COMMUNITY,19011,22231,1224,11773,9234,19885
BENTON COMMUNITY,19011,19637,602,10097,8938,17401
CEDAR FALLS COMMUNITY,19013,62215,2907,33138,26170,57596
DUNKERTON COMMUNITY,19013,6605,267,3244,3094,5323
HUDSON COMMUNITY,19013,9155,271,4808,4076,8938
WATERLOO COMMUNITY,19013,151459,14129,92997,44333,133818
AREA EDUCATION AGENCY 267,19013,19173,12811,4309,2053,45657
AREA EDUCATION AGENCY 10 GRANT WOOD,19113,16735,13259,3372,104,49099
BOONE COMMUNITY,19015,29285,1469,16811,11005,27690
MADRID COMMUNITY,19015,8346,235,5135,2976,8936
OGDEN COMMUNITY,19015,9263,293,4127,4843,8387
UNITED COMMUNITY,19015,5574,187,1718,3669,5584
DENVER COMMUNITY,19017,8846,282,4716,3848,8063
JANESVILLE CONSOLIDATED,19017,5111,134,2583,2394,4491
SUMNER COMMUNITY,19017,10952,344,5697,4911,9513
TRIPOLI COMMUNITY,19017,5835,202,3087,2546,5002
WAPSIE VALLEY COMMUNITY,19017,9062,362,4943,3757,7838
WAVERLY-SHELL ROCK COMMUNITY,19017,30511,978,14874,14659,23769
INDEPENDENCE COMMUNITY,19019,21538,699,10380,10459,19930
JESUP COMMUNITY,19019,11227,360,5986,4881,11400
EAST BUCHANAN COMMUNITY,19019,7640,337,4022,3281,6994
ALBERT-CITY TRUESDALE COMMUNITY,19021,2970,135,1116,1719,2746
ALTA COMMUNITY,19021,7497,391,3426,3680,6871
NEWELL-FONDA COMMUNITY,19021,6874,409,2915,3550,6609
SIOUX CENTRAL COMMUNITY,19021,7884,540,3002,4342,12226
STORM LAKE COMMUNITY,19021,31749,3005,18663,10081,32984
North Butler Comm School District,19023,9148,391,4390,4367,8264
APLINGTON PARKERSBURG COMMUNITY,19023,10875,444,5786,4645,10120
CLARKSVILLE COMMUNITY,19023,4414,162,2527,1725,3888
SOUTHERN CAL COMMUNITY,19025,13476,539,6160,6777,12375
MANSON-NORTHWEST WEBSTER COMMUNITY,19025,10482,300,3815,6367,10519
CARROLL COMMUNITY,19027,21550,1069,11056,9425,22887
COON RAPIDS BAYARD COMMUNITY,19027,5617,280,2439,2898,4692
GLIDDEN RALSTON COMMUNITY,19027,4318,188,1792,2338,4237
IKM-MANNING COMMUNITY,19027,8796,336,4159,4301,8299
ATLANTIC COMMUNITY,19029,21205,1114,10979,9112,18143
GRISWOLD COMMUNITY,19029,7266,402,3423,3441,7403
C AND M COMMUNITY,19029,8752,310,2321,6121,8357
BENNETT COMMUNITY,19031,2456,70,1043,1343,2357
DURANT COMMUNITY,19031,8264,243,3988,4033,7984
TIPTON COMMUNITY,19031,11739,421,6085,5233,9481
WEST BRANCH COMMUNITY,19031,11501,362,5293,5846,10559
NORTH CEDAR,19031,12001,415,6082,5504,11614
CLEAR LAKE COMMUNITY,19033,16862,566,7192,9104,16408
MASON CITY COMMUNITY,19033,51664,2744,26859,22061,49228
AURELIA COMMUNITY,19035,3827,155,1371,2301,3577
CHEROKEE COMMUNITY,19035,12510,504,7070,4936,11365
MARCUS-MERIDEN-CLEGHORN COMMUNITY,19035,6487,170,2321,3996,5565
NASHUA COMMUNITY,19037,7937,361,4175,3401,7311
NEW HAMPTON COMMUNITY,19037,12916,558,6128,6230,12254
MURRAY COMMUNITY,19039,4102,243,2027,1832,3742
CLARKE COMMUNITY,19039,17942,984,11212,5746,16949
CLAY CENTRAL-EVERLY COMMUNITY,19041,4836,265,2173,2398,4781
SPENCER COMMUNITY,19041,28244,1420,15021,11803,31027
CENTRAL COMMUNITY,19043,6291,231,3169,2891,5801
CLAYTON RIDGE COMMUNITY,19043,9577,325,3656,5596,9048
MFL MARMAC,19043,10621,546,5680,4395,10083
STARMONT COMMUNITY,19065,8888,688,4340,3860,7975
AREA EDUCATION AGENCY 1 KEYSTONE AEA,19043,8872,6923,1573,376,21817
CALAMUS-WHEATLAND COMMUNITY,19045,6221,236,3135,2850,5896
CAMANCHE COMMUNITY,19045,12965,435,6018,6512,12277
CLINTON COMMUNITY,19045,53342,3651,31845,17846,46947
DELWOOD COMMUNITY,19045,2915,107,1352,1456,2590
CENTRAL CLINTON COMMUNITY,19045,20842,648,10878,9316,18695
NORTHEAST COMMUNITY,19045,11281,403,3989,6889,9691
AR WE VA COMMUNITY,19047,4139,133,1385,2621,3524
CHARTER OAK-UTE COMMUNITY,19047,4158,223,1823,2112,3724
DENISON COMMUNITY,19047,26333,2260,16492,7581,26022
SCHLESWIG COMMUNITY,19047,4464,156,1970,2338,6233
ADEL-DESOTO-MIDBURN COMMUNITY,19049,21274,608,10588,10078,26294
DALLAS CENTER-GRIMES COMMUNITY,19049,36030,950,16700,18380,33101
PERRY COMMUNITY,19049,24759,2164,15316,7279,25181
VAN METER COMMUNITY,19049,8990,143,3797,5050,16640
WAUKEE COMMUNITY,19049,122794,2571,58763,61460,125973
WOODWARD-GRANGER COMMUNITY,19049,14258,667,6646,6945,16361
DAVIS COUNTY COMMUNITY,19051,15896,1096,8522,6278,14301
LAMONI COMMUNITY,19053,4571,363,2367,1841,4272
CENTRAL DECATUR COMMUNITY,19053,10438,1388,5755,3295,11254
MORMON TRAIL COMMUNITY,19185,3672,234,1813,1625,3168
MAQUOKETA VALLEY COMMUNITY,19055,10310,376,4813,5121,8329
WEST DELAWARE COUNTY COMMUNITY,19055,19421,783,10734,7904,17303
EDGEWOOD-COLESBURG COMMUNITY,19043,6842,416,2742,3684,6736
BURLINGTON COMMUNITY,19057,58782,4738,38179,15865,53293
DANVILLE COMMUNITY,19057,7806,279,3471,4056,7253
MEDIAPOLIS COMMUNITY,19057,9923,275,4737,4911,9536
WEST BURLINGTON INDEPENDENT,19057,9587,474,3496,5617,9107
HARRIS LAKE PARK COMMUNITY,19059,4652,203,1555,2894,4024
OKOBOJI COMMUNITY,19059,12631,491,2002,10138,12947
SPIRIT LAKE COMMUNITY,19059,15196,540,4861,9795,14000
DUBUQUE COMMUNITY,19061,145640,9369,82716,53555,141633
WESTERN DUBUQUE COMMUNITY,19061,44867,1725,21511,21631,40124
ARMSTRONG-RINGSTED COMMUNITY,19063,7326,304,2501,4521,6309
ESTHERVILLE LINCOLN CENTRAL COMMUNITY,19063,18568,989,10162,7417,22291
VALLEY COMMUNITY,19065,6562,294,3116,3152,6317
WEST CENTRAL,19065,4510,173,1568,2769,4481
OELWEIN COMMUNITY,19065,17606,1470,10688,5448,16557
NORTH FAYETTE COMMUNITY,19065,12663,480,6158,6025,12285
TURKEY VALLEY COMMUNITY,19191,5676,240,2287,3149,5527
CHARLES CITY COMMUNITY,19067,21130,1462,11088,8580,32439
RUDD-ROCKFORD-MARBLE ROCK COMMUNITY,19067,6193,380,2756,3057,6002
CAL COMMUNITY,19069,4253,278,1933,2042,4028
HAMPTON-DUMONT COMMUNITY,19069,17411,1354,9905,6152,15583
WEST FORK COMMUNITY,19033,9541,317,4245,4979,11211
FARRAGUT COMMUNITY,19071,3452,131,1153,2168,3128
HAMBURG COMMUNITY,19071,3889,212,1679,1998,3363
SIDNEY COMMUNITY,19071,5711,236,2298,3177,5569
FREMONT MILLS COMMUNITY,19071,6497,228,3337,2932,6826
PATON-CHURDAN COMMUNITY,19073,3355,122,1354,1879,2675
GREENE COUNTY COMMUNITY,19073,18056,999,9182,7875,16907
BEAMAN CONRAD-LISCOMB COMMUNITY,19075,8420,381,3875,4164,7763
DIKE-NEW HARTFORD COMMUNITY,19075,10776,449,6152,4175,10518
GRUNDY CENTER COMMUNITY,19075,8331,319,4184,3828,7959
GUTHRIE CENTER COMMUNITY,19077,6141,275,3177,2689,5905
PANORAMA COMMUNITY,19077,10630,360,4379,5891,13232
WEST CENTRAL VALLEY COMMUNITY,19077,13109,610,6124,6375,11806
ADAIR-CASEY COMMUNITY,19077,4571,213,2078,2280,3733
STRATFORD COMMUNITY,19079,2750,89,1310,1351,2359
WEBSTER CITY COMMUNITY,19079,21036,1328,11465,8243,19490
SOUTH HAMILTON COMMUNITY,19079,9939,325,4277,5337,11174
NORTHEAST HAMILTON COMMUNITY,19079,3424,111,959,2354,2692
WEST HANCOCK,19081,8195,520,3786,3889,7549
GARNER HAYFIELD COMMUNITY,19081,14460,643,6434,7383,16779
AGWSR COMMUNITY,19083,8847,383,3708,4756,8357
ALDEN COMMUNITY,19083,3945,166,1732,2047,3797
ELDORA-NEW PROVIDENCE COMMUNITY,19083,9936,439,5029,4468,8797
HUBBARD-RADCLIFFE COMMUNITY,19083,7483,270,2427,4786,8693
IOWA FALLS COMMUNITY,19083,15455,621,8280,6554,14141
LOGAN-MAGNOLIA COMMUNITY,19085,7789,252,3991,3546,7063
MISSOURI VALLEY COMMUNITY,19085,10567,487,5798,4282,15171
WOODBINE COMMUNITY,19085,6767,285,3206,3276,5949
BOYER VALLEY,19085,6598,318,2951,3329,5522
WEST HARRISON COMMUNITY,19085,5584,318,2253,3013,5028
MT PLEASANT COMMUNITY,19087,26525,1528,15348,9649,23983
NEW LONDON COMMUNITY,19087,7120,375,3960,2785,6389
WACO COMMUNITY,19087,6771,309,3527,2935,6359
WINFIELD-MT UNION COMMUNITY,19087,5370,282,2689,2399,5133
HOWARD WINNESHIEK COMMUNITY,19089,16495,888,8281,7326,15719
RICEVILLE COMMUNITY,19089,4710,274,1598,2838,4303
GILMORE CITY BRADGATE COMMUNITY,19091,1935,138,534,1263,2175
HUMBOLDT COMMUNITY,19091,17576,839,8947,7790,15625
TWIN RIVERS COMMUNITY,19091,2447,105,1066,1276,1820
BATTLE CREEK-IDA GROVE,19093,8931,400,4511,4020,11797
GALVA-HOLSTEIN COMMUNITY,19093,6968,202,2522,4244,5904
ENGLISH VALLEYS COMMUNITY,19095,6817,331,3064,3422,6190
WILLIAMSBURG COMMUNITY,19095,15696,664,8269,6763,18400
H L V COMMUNITY,19095,5073,203,1861,3009,4969
IOWA VALLEY COMMUNITY,19095,7232,297,4128,2807,6350
ANDREW COMMUNITY,19097,3837,211,1961,1665,3351
BELLEVUE COMMUNITY,19097,8014,358,3713,3943,7241
MAQUOKETA COMMUNITY,19097,18881,1171,10318,7392,17430
EAST CENTRAL COMMUNITY,19097,8567,357,4642,3568,13088
BAXTER COMMUNITY,19099,5278,198,2580,2500,4585
COLFAX-MINGO COMMUNITY,19099,9549,557,5270,3722,8398
LYNNVILLE-SULLY COMMUNITY,19099,6164,204,2737,3223,5871
PCM COMMUNITY,19099,12784,551,7450,4783,12811
NEWTON COMMUNITY,19099,36235,1878,21747,12610,35259
FAIRFIELD COMMUNITY,19101,24304,1363,11700,11241,23063
IOWA CITY COMMUNITY,19103,184450,9481,90024,84945,213378
LONE TREE COMMUNITY,19103,5682,232,2672,2778,5258
SOLON COMMUNITY,19103,19071,512,8992,9567,30727
CLEAR CREEK-AMANA COMMUNITY,19103,30316,1237,13432,15647,40209
ANAMOSA COMMUNITY,19105,18402,796,8753,8853,18522
MONTICELLO COMMUNITY,19105,14939,649,7627,6663,12543
OLIN CONSOLIDATED,19105,3493,140,1697,1656,3338
MIDLAND COMMUNITY,19105,8131,433,3368,4330,9648
KEOTA COMMUNITY,19107,4560,161,2140,2259,3954
SIGOURNEY COMMUNITY,19107,7123,361,3885,2877,6501
TRI COUNTY COMMUNITY,19107,3896,202,1843,1851,3145
PEKIN COMMUNITY,19101,8530,351,4162,4017,7651
ALGONA COMMUNITY,19109,21300,667,9071,11562,23182
LUVERNE COMMUNITY,19109,2560,134,705,1721,2356
NORTH KOSSUTH COMMUNITY,19109,4999,258,1440,3301,5133
CENTRAL LEE COMMUNITY,19111,11606,415,5618,5573,11147
FORT MADISON COMMUNITY,19111,26660,1654,16125,8881,25450
KEOKUK COMMUNITY,19111,26657,1929,16079,8649,22839
ALBURNETT COMMUNITY,19113,8485,212,3487,4786,10214
CEDAR RAPIDS COMMUNITY,19113,243773,14660,128524,100589,224990
CENTER POINT-URBANA COMMUNITY,19113,18542,458,10365,7719,23809
CENTRAL CITY COMMUNITY,19113,6928,279,3647,3002,6361
COLLEGE COMMUNITY,19113,74110,2370,32985,38755,68386
LISBON COMMUNITY,19113,9708,231,4946,4531,8093
MARION INDEPENDENT,19113,29765,1096,14495,14174,26243
LINN MAR COMMUNITY,19113,95443,3017,52131,40295,102324
MT VERNON COMMUNITY,19113,16418,461,7521,8436,14283
SPRINGVILLE COMMUNITY,19113,5269,151,2655,2463,4767
NORTH LINN COMMUNITY,19113,9260,255,4909,4096,8306
COLUMBUS COMMUNITY,19115,11435,799,6296,4340,9285
MORNING SUN COMMUNITY,19115,3035,163,1615,1257,2820
WAPELLO COMMUNITY,19115,9085,439,5211,3435,8645
LOUISA MUSCATINE COMMUNITY,19115,10873,404,5296,5173,9441
CHARITON COMMUNITY,19117,16839,1055,10869,4915,15089
CENTRAL LYON COMMUNITY,19119,9920,390,4957,4573,10610
GEORGE-LITTLE ROCK,19119,6368,314,2705,3349,5792
